id,sigungu,jibun,apt_name,exclusive_use_area,transaction_year_month,transaction_day,transaction_real_price,floor,year_of_completion
TRAIN_1482,서울특별시 강남구 대치동,316,은마,84.43,201509,8,107000,8,1979
TRAIN_1483,서울특별시 강남구 대치동,316,은마,84.43,201509,10,110000,7,1979
TRAIN_1484,서울특별시 강남구 대치동,316,은마,76.79,201509,16,98000,7,1979
TRAIN_1485,서울특별시 강남구 대치동,316,은마,76.79,201509,16,96700,9,1979
TRAIN_1486,서울특별시 강남구 대치동,316,은마,76.79,201509,17,98500,11,1979
TRAIN_1487,서울특별시 강남구 대치동,316,은마,76.79,201509,17,98000,12,1979
TRAIN_1488,서울특별시 강남구 대치동,316,은마,76.79,201509,17,99500,9,1979
TRAIN_1489,서울특별시 강남구 대치동,316,은마,76.79,201509,19,99500,12,1979
TRAIN_1490,서울특별시 강남구 대치동,316,은마,76.79,201509,21,99000,10,1979
TRAIN_1491,서울특별시 강남구 대치동,316,은마,84.43,201509,21,110500,14,1979
TRAIN_1492,서울특별시 강남구 대치동,316,은마,76.79,201509,23,99500,9,1979
TRAIN_1493,서울특별시 강남구 대치동,316,은마,84.43,201509,23,115000,11,1979
TRAIN_1494,서울특별시 강남구 대치동,316,은마,76.79,201509,24,97000,2,1979
TRAIN_1495,서울특별시 강남구 대치동,316,은마,76.79,201509,25,99500,6,1979
TRAIN_1496,서울특별시 강남구 대치동,316,은마,76.79,201510,1,98800,8,1979
TRAIN_1497,서울특별시 강남구 대치동,316,은마,76.79,201510,2,99000,9,1979
TRAIN_1498,서울특별시 강남구 대치동,316,은마,84.43,201510,6,112500,4,1979
TRAIN_1499,서울특별시 강남구 대치동,316,은마,76.79,201510,8,99800,12,1979
TRAIN_1500,서울특별시 강남구 대치동,316,은마,76.79,201510,9,99500,8,1979
TRAIN_1501,서울특별시 강남구 대치동,316,은마,84.43,201510,9,114500,11,1979
TRAIN_1502,서울특별시 강남구 대치동,316,은마,76.79,201510,9,98500,9,1979
TRAIN_1503,서울특별시 강남구 대치동,316,은마,84.43,201510,10,113500,6,1979
TRAIN_1504,서울특별시 강남구 대치동,316,은마,84.43,201510,12,115000,7,1979
TRAIN_1505,서울특별시 강남구 대치동,316,은마,76.79,201510,13,98500,6,1979
TRAIN_1506,서울특별시 강남구 대치동,316,은마,84.43,201510,13,113500,12,1979
TRAIN_1507,서울특별시 강남구 대치동,316,은마,76.79,201510,14,99000,9,1979
TRAIN_1508,서울특별시 강남구 대치동,316,은마,84.43,201510,14,113000,14,1979
TRAIN_1509,서울특별시 강남구 대치동,316,은마,76.79,201510,14,99900,13,1979
TRAIN_1510,서울특별시 강남구 대치동,316,은마,84.43,201510,15,115000,13,1979
TRAIN_1511,서울특별시 강남구 대치동,316,은마,76.79,201510,15,100000,12,1979
TRAIN_1512,서울특별시 강남구 대치동,316,은마,84.43,201510,15,114000,5,1979
TRAIN_1513,서울특별시 강남구 대치동,316,은마,84.43,201510,15,114000,8,1979
TRAIN_1514,서울특별시 강남구 대치동,316,은마,84.43,201510,16,114700,4,1979
TRAIN_1515,서울특별시 강남구 대치동,316,은마,76.79,201510,16,94500,1,1979
TRAIN_1516,서울특별시 강남구 대치동,316,은마,76.79,201510,16,99600,8,1979
TRAIN_1517,서울특별시 강남구 대치동,316,은마,76.79,201510,16,100000,12,1979
TRAIN_1518,서울특별시 강남구 대치동,316,은마,76.79,201510,18,96800,3,1979
TRAIN_1519,서울특별시 강남구 대치동,316,은마,76.79,201510,19,100000,13,1979
TRAIN_1520,서울특별시 강남구 대치동,316,은마,76.79,201510,20,100000,7,1979
TRAIN_1521,서울특별시 강남구 대치동,316,은마,84.43,201510,22,112500,3,1979
TRAIN_1522,서울특별시 강남구 대치동,316,은마,76.79,201510,22,100900,10,1979
TRAIN_1523,서울특별시 강남구 대치동,316,은마,76.79,201510,23,100000,13,1979
TRAIN_1524,서울특별시 강남구 대치동,316,은마,76.79,201510,23,100600,6,1979
TRAIN_1525,서울특별시 강남구 대치동,316,은마,84.43,201510,27,115000,8,1979
TRAIN_1526,서울특별시 강남구 대치동,316,은마,76.79,201510,27,99000,9,1979
TRAIN_1527,서울특별시 강남구 대치동,316,은마,76.79,201510,27,99200,13,1979
TRAIN_1528,서울특별시 강남구 대치동,316,은마,84.43,201510,28,114500,13,1979
TRAIN_1529,서울특별시 강남구 대치동,316,은마,84.43,201510,31,115000,6,1979
TRAIN_1530,서울특별시 강남구 대치동,316,은마,84.43,201510,31,114500,5,1979
TRAIN_1531,서울특별시 강남구 대치동,316,은마,76.79,201511,2,102000,9,1979
TRAIN_1532,서울특별시 강남구 대치동,316,은마,76.79,201511,3,100500,8,1979
TRAIN_1533,서울특별시 강남구 대치동,316,은마,76.79,201511,5,100000,14,1979
TRAIN_1534,서울특별시 강남구 대치동,316,은마,76.79,201511,6,99990,8,1979
TRAIN_1535,서울특별시 강남구 대치동,316,은마,84.43,201511,11,114500,10,1979
TRAIN_1536,서울특별시 강남구 대치동,316,은마,84.43,201511,12,115000,8,1979
TRAIN_1537,서울특별시 강남구 대치동,316,은마,84.43,201511,14,114250,4,1979
TRAIN_1538,서울특별시 강남구 대치동,316,은마,76.79,201511,18,100000,7,1979
TRAIN_1539,서울특별시 강남구 대치동,316,은마,76.79,201511,24,98500,10,1979
TRAIN_1540,서울특별시 강남구 대치동,316,은마,76.79,201511,25,101000,8,1979
TRAIN_1541,서울특별시 강남구 대치동,316,은마,76.79,201511,25,97000,11,1979
TRAIN_1542,서울특별시 강남구 대치동,316,은마,76.79,201511,25,100000,6,1979
TRAIN_1543,서울특별시 강남구 대치동,316,은마,76.79,201511,28,101000,13,1979
TRAIN_1544,서울특별시 강남구 대치동,316,은마,76.79,201511,30,100000,5,1979
TRAIN_1545,서울특별시 강남구 대치동,316,은마,76.79,201512,2,100500,13,1979
TRAIN_1546,서울특별시 강남구 대치동,316,은마,84.43,201512,3,113200,9,1979
TRAIN_1547,서울특별시 강남구 대치동,316,은마,84.43,201512,13,114000,5,1979
TRAIN_1548,서울특별시 강남구 대치동,316,은마,84.43,201512,28,111000,6,1979
TRAIN_1549,서울특별시 강남구 대치동,934-1,청원,92.84,201508,29,62000,5,2005
TRAIN_1550,서울특별시 강남구 대치동,934-1,청원,71.76,201511,16,48800,1,2005
TRAIN_1551,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201501,20,28300,4,2004
TRAIN_1552,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),65.24,201501,27,40000,17,2004
TRAIN_1553,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),29.02,201505,19,27000,10,2004
TRAIN_1554,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201507,18,30000,22,2004
TRAIN_1555,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),29.63,201508,25,26400,20,2004
TRAIN_1556,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201508,28,49800,5,2004
TRAIN_1557,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201508,29,50000,13,2004
TRAIN_1558,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201509,11,54000,21,2004
TRAIN_1559,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201510,3,29200,6,2004
TRAIN_1560,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201510,29,52000,22,2004
TRAIN_1561,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),59.83,201511,17,52800,19,2004
TRAIN_1562,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),33.11,201511,17,28300,7,2004
TRAIN_1563,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),65.24,201511,24,45000,24,2004
TRAIN_1564,서울특별시 강남구 대치동,891-6,테헤란로대우아이빌(891-6),35.51,201512,1,30800,19,2004
TRAIN_1565,서울특별시 강남구 대치동,902,포스코더샵,139.54,201501,23,138000,16,2004
TRAIN_1566,서울특별시 강남구 대치동,902,포스코더샵,139.54,201502,3,139000,11,2004
TRAIN_1567,서울특별시 강남구 대치동,902,포스코더샵,164.88,201502,17,150000,22,2004
TRAIN_1568,서울특별시 강남구 대치동,902,포스코더샵,164.88,201503,9,145000,11,2004
TRAIN_1569,서울특별시 강남구 대치동,902,포스코더샵,139.54,201504,6,130000,5,2004
TRAIN_1570,서울특별시 강남구 대치동,902,포스코더샵,139.54,201505,8,133000,8,2004
TRAIN_1571,서울특별시 강남구 대치동,902,포스코더샵,139.54,201506,4,137000,7,2004
TRAIN_1572,서울특별시 강남구 대치동,902,포스코더샵,164.88,201506,16,160000,9,2004
TRAIN_1573,서울특별시 강남구 대치동,902,포스코더샵,139.54,201506,17,138000,4,2004
TRAIN_1574,서울특별시 강남구 대치동,902,포스코더샵,139.54,201506,23,135000,1,2004
TRAIN_1575,서울특별시 강남구 대치동,902,포스코더샵,139.54,201507,3,142000,17,2004
TRAIN_1576,서울특별시 강남구 대치동,902,포스코더샵,164.88,201509,1,155000,12,2004
TRAIN_1577,서울특별시 강남구 대치동,902,포스코더샵,139.54,201509,7,134000,2,2004
TRAIN_1578,서울특별시 강남구 대치동,902,포스코더샵,164.88,201509,11,150000,3,2004
TRAIN_1579,서울특별시 강남구 대치동,902,포스코더샵,164.88,201509,12,150000,8,2004
TRAIN_1580,서울특별시 강남구 대치동,902,포스코더샵,164.88,201510,28,159000,16,2004
TRAIN_1581,서울특별시 강남구 대치동,902,포스코더샵,164.88,201511,2,160000,4,2004
TRAIN_1582,서울특별시 강남구 대치동,902,포스코더샵,139.54,201511,10,149500,15,2004
TRAIN_1583,서울특별시 강남구 대치동,902,포스코더샵,164.88,201511,21,152000,10,2004
TRAIN_1584,서울특별시 강남구 대치동,902,포스코더샵,164.88,201512,11,153000,12,2004
TRAIN_1585,서울특별시 강남구 대치동,902,포스코더샵,139.54,201512,11,135000,6,2004
TRAIN_1586,서울특별시 강남구 대치동,910-3,풍림아이원1차101동(910-3),84.69,201506,1,70000,4,2003
TRAIN_1587,서울특별시 강남구 대치동,910-5,풍림아이원1차103동(910-5),83.65,201501,1,63500,7,2003
TRAIN_1588,서울특별시 강남구 대치동,910-5,풍림아이원1차103동(910-5),84.69,201502,13,63000,4,2003
TRAIN_1589,서울특별시 강남구 대치동,910-5,풍림아이원1차103동(910-5),84.69,201504,15,66500,6,2003
TRAIN_1590,서울특별시 강남구 대치동,910-7,풍림아이원2차201동,156.21,201503,3,79000,2,2003
TRAIN_1591,서울특별시 강남구 대치동,910-7,풍림아이원2차201동,156.21,201504,30,85000,5,2003
TRAIN_1592,서울특별시 강남구 대치동,910-7,풍림아이원2차201동,156.21,201510,29,88500,6,2003
TRAIN_1593,서울특별시 강남구 대치동,910-7,풍림아이원2차201동,156.21,201511,3,84500,7,2003
TRAIN_1594,서울특별시 강남구 대치동,910-6,풍림아이원2차202동,156.21,201506,27,84000,5,2003
TRAIN_1595,서울특별시 강남구 대치동,910-6,풍림아이원2차202동,156.21,201507,3,85000,2,2003
TRAIN_1596,서울특별시 강남구 대치동,910-6,풍림아이원2차202동,156.21,201509,22,85000,7,2003
TRAIN_1597,서울특별시 강남구 대치동,910-6,풍림아이원2차202동,156.21,201509,22,81500,4,2003
TRAIN_1598,서울특별시 강남구 대치동,1007-1,풍림아이원3차(1007-1),111.54,201508,17,97500,9,2004
TRAIN_1599,서울특별시 강남구 대치동,1007-1,풍림아이원3차(1007-1),114.55,201508,22,90000,3,2004
TRAIN_1600,서울특별시 강남구 대치동,1007-1,풍림아이원3차(1007-1),111.54,201510,9,94000,7,2004
TRAIN_1601,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),114.55,201503,12,92000,5,2004
TRAIN_1602,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),114.55,201507,14,90000,3,2004
TRAIN_1603,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),114.55,201507,16,93000,12,2004
TRAIN_1604,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),111.54,201507,17,90000,8,2004
TRAIN_1605,서울특별시 강남구 대치동,1007-2,풍림아이원4차(1007-2),111.54,201510,8,95000,12,2004
TRAIN_1606,서울특별시 강남구 대치동,910-4,풍림아이원아파트,84.87,201509,24,69000,5,2003
TRAIN_1607,서울특별시 강남구 대치동,986-14,하이캐슬,84.06,201502,23,69250,3,2008
TRAIN_1608,서울특별시 강남구 대치동,986-14,하이캐슬,84.27,201503,4,69800,2,2008
TRAIN_1609,서울특별시 강남구 대치동,986-14,하이캐슬,84.27,201503,21,75000,7,2008
TRAIN_1610,서울특별시 강남구 대치동,986-14,하이캐슬,84.27,201503,25,75000,10,2008
TRAIN_1611,서울특별시 강남구 대치동,986-14,하이캐슬,84.27,201505,18,73500,2,2008
TRAIN_1612,서울특별시 강남구 대치동,986,하이캐슬102동,138.91,201504,11,82000,2,2005
TRAIN_1613,서울특별시 강남구 대치동,986,하이캐슬102동,145.34,201510,19,89800,5,2005
TRAIN_1614,서울특별시 강남구 대치동,986,하이캐슬102동,145.34,201510,31,85000,4,2005
TRAIN_1615,서울특별시 강남구 대치동,986,하이캐슬102동,145.34,201511,23,84500,2,2005
TRAIN_1616,서울특별시 강남구 대치동,511,한보미도맨션1,191.07,201501,16,230500,3,1983
TRAIN_1617,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201501,17,155000,6,1983
TRAIN_1618,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201501,30,147000,2,1983
TRAIN_1619,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201502,2,159000,3,1983
TRAIN_1620,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201502,4,115000,8,1983
TRAIN_1621,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201502,4,117500,12,1983
TRAIN_1622,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201502,5,151250,8,1983
TRAIN_1623,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201502,5,113500,9,1983
TRAIN_1624,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201502,25,163000,10,1983
TRAIN_1625,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201503,5,112000,4,1983
TRAIN_1626,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201503,30,118300,12,1983
TRAIN_1627,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201504,5,159000,7,1983
TRAIN_1628,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201504,14,183000,9,1983
TRAIN_1629,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201504,21,184500,5,1983
TRAIN_1630,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201504,24,160000,3,1983
TRAIN_1631,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201505,3,163500,12,1983
TRAIN_1632,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201505,5,156000,8,1983
TRAIN_1633,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,5,114000,3,1983
TRAIN_1634,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,11,114000,5,1983
TRAIN_1635,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201505,13,182500,11,1983
TRAIN_1636,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,20,113500,8,1983
TRAIN_1637,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,21,119000,7,1983
TRAIN_1638,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,23,120000,12,1983
TRAIN_1639,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201505,26,160000,11,1983
TRAIN_1640,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201505,30,120000,11,1983
TRAIN_1641,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201506,13,120000,7,1983
TRAIN_1642,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201506,18,155000,11,1983
TRAIN_1643,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201506,23,115000,14,1983
TRAIN_1644,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201506,23,152000,2,1983
TRAIN_1645,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201506,27,160000,14,1983
TRAIN_1646,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201506,29,166000,14,1983
TRAIN_1647,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201507,1,167000,10,1983
TRAIN_1648,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201507,2,122000,13,1983
TRAIN_1649,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201507,4,190000,7,1983
TRAIN_1650,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201507,6,164700,14,1983
TRAIN_1651,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201507,8,186500,8,1983
TRAIN_1652,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201507,15,121400,7,1983
TRAIN_1653,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201507,20,120000,14,1983
TRAIN_1654,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201507,22,169500,7,1983
TRAIN_1655,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201508,12,162000,6,1983
TRAIN_1656,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201508,14,160000,3,1983
TRAIN_1657,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201508,18,164700,8,1983
TRAIN_1658,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201508,30,123800,9,1983
TRAIN_1659,서울특별시 강남구 대치동,511,한보미도맨션1,191.07,201509,2,245000,10,1983
TRAIN_1660,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201511,3,161300,13,1983
TRAIN_1661,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201511,12,168000,8,1983
TRAIN_1662,서울특별시 강남구 대치동,511,한보미도맨션1,84.48,201511,15,125800,4,1983
TRAIN_1663,서울특별시 강남구 대치동,511,한보미도맨션1,161.36,201511,25,185000,14,1983
TRAIN_1664,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201512,1,158000,2,1983
TRAIN_1665,서울특별시 강남구 대치동,511,한보미도맨션1,128.01,201512,9,162800,11,1983
TRAIN_1666,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201501,8,105000,3,1985
TRAIN_1667,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201501,27,140000,7,1985
TRAIN_1668,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201502,3,132000,3,1985
TRAIN_1669,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201502,16,137000,6,1985
TRAIN_1670,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201502,22,152500,10,1985
TRAIN_1671,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201503,1,108300,14,1985
TRAIN_1672,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201503,3,135000,14,1985
TRAIN_1673,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201503,6,139000,11,1985
TRAIN_1674,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201503,7,154000,13,1985
TRAIN_1675,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201503,11,109500,10,1985
TRAIN_1676,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201503,12,112500,5,1985
TRAIN_1677,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201503,21,127000,1,1985
TRAIN_1678,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201503,25,139000,5,1985
TRAIN_1679,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201503,28,139300,4,1985
TRAIN_1680,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201504,3,141500,7,1985
TRAIN_1681,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201504,6,137000,3,1985
TRAIN_1682,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201504,15,153500,14,1985
TRAIN_1683,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201504,17,157500,12,1985
TRAIN_1684,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201504,25,105000,1,1985
TRAIN_1685,서울특별시 강남구 대치동,511,한보미도맨션2,159.15,201505,3,173000,1,1985
TRAIN_1686,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201505,10,109500,6,1985
TRAIN_1687,서울특별시 강남구 대치동,511,한보미도맨션2,159.15,201505,26,180000,1,1985
TRAIN_1688,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201505,27,111400,12,1985
TRAIN_1689,서울특별시 강남구 대치동,511,한보미도맨션2,159.15,201505,30,190000,14,1985
TRAIN_1690,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201506,2,154500,2,1985
TRAIN_1691,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201506,13,140000,5,1985
TRAIN_1692,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201506,22,90000,4,1985
TRAIN_1693,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201506,23,142000,5,1985
TRAIN_1694,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201507,2,160000,11,1985
TRAIN_1695,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201507,28,144000,1,1985
TRAIN_1696,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201508,18,120000,12,1985
TRAIN_1697,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201508,31,145000,10,1985
TRAIN_1698,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201509,8,160000,4,1985
TRAIN_1699,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201509,10,157500,2,1985
TRAIN_1700,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201509,10,115000,14,1985
TRAIN_1701,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201509,10,136000,3,1985
TRAIN_1702,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201509,14,145000,9,1985
TRAIN_1703,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201509,19,163000,5,1985
TRAIN_1704,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201509,22,148000,10,1985
TRAIN_1705,서울특별시 강남구 대치동,511,한보미도맨션2,190.47,201509,30,260000,9,1985
TRAIN_1706,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201510,1,119500,8,1985
TRAIN_1707,서울특별시 강남구 대치동,511,한보미도맨션2,159.15,201510,1,203000,13,1985
TRAIN_1708,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201510,2,147500,1,1985
TRAIN_1709,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201510,12,143500,4,1985
TRAIN_1710,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201510,30,120000,10,1985
TRAIN_1711,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201511,7,146000,4,1985
TRAIN_1712,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201511,9,164000,3,1985
TRAIN_1713,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201511,10,158500,13,1985
TRAIN_1714,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201511,14,162000,3,1985
TRAIN_1715,서울특별시 강남구 대치동,511,한보미도맨션2,115.05,201511,23,142500,8,1985
TRAIN_1716,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201511,24,163000,4,1985
TRAIN_1717,서울특별시 강남구 대치동,511,한보미도맨션2,126.33,201512,28,160000,10,1985
TRAIN_1718,서울특별시 강남구 대치동,511,한보미도맨션2,84.96,201512,30,89000,9,1985
TRAIN_1719,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201502,9,67000,4,2004
TRAIN_1720,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201504,29,68500,6,2004
TRAIN_1721,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201506,4,59800,5,2004
TRAIN_1722,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201510,16,75000,1,2004
TRAIN_1723,서울특별시 강남구 대치동,941-13,한양팰리스,99.19,201510,28,74000,5,2004
TRAIN_1724,서울특별시 강남구 대치동,933-35,한티(933-35),110.66,201510,15,69300,5,2004
TRAIN_1725,서울특별시 강남구 대치동,983-1,해암프리존,204.38,201504,18,115000,8,1996
TRAIN_1726,서울특별시 강남구 대치동,992,현대1,84.27,201502,10,69500,1,1990
TRAIN_1727,서울특별시 강남구 대치동,992,현대1,84.89,201503,9,71900,12,1990
TRAIN_1728,서울특별시 강남구 대치동,992,현대1,84.27,201503,28,74500,14,1990
TRAIN_1729,서울특별시 강남구 대치동,992,현대1,84.27,201504,2,71600,2,1990
TRAIN_1730,서울특별시 강남구 대치동,992,현대1,84.27,201506,18,74800,8,1990
TRAIN_1731,서울특별시 강남구 대치동,992,현대1,84.27,201506,28,74000,15,1990
TRAIN_1732,서울특별시 강남구 대치동,992,현대1,84.89,201507,14,67300,1,1990
TRAIN_1733,서울특별시 강남구 대치동,503,개포우성1,84.81,201601,14,110000,9,1983
TRAIN_1734,서울특별시 강남구 대치동,503,개포우성1,127.61,201601,15,193200,13,1983
TRAIN_1735,서울특별시 강남구 대치동,503,개포우성1,127.61,201601,21,190000,12,1983
TRAIN_1736,서울특별시 강남구 대치동,503,개포우성1,127.61,201603,5,172500,2,1983
TRAIN_1737,서울특별시 강남구 대치동,503,개포우성1,127.61,201603,22,170000,1,1983
TRAIN_1738,서울특별시 강남구 대치동,503,개포우성1,127.61,201603,31,166500,1,1983
TRAIN_1739,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,1,179000,11,1983
TRAIN_1740,서울특별시 강남구 대치동,503,개포우성1,84.81,201604,2,136000,12,1983
TRAIN_1741,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,12,175000,10,1983
TRAIN_1742,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,13,175000,6,1983
TRAIN_1743,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,15,195000,10,1983
TRAIN_1744,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,20,171000,1,1983
TRAIN_1745,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,22,194000,9,1983
TRAIN_1746,서울특별시 강남구 대치동,503,개포우성1,127.61,201604,28,183000,13,1983
TRAIN_1747,서울특별시 강남구 대치동,503,개포우성1,84.81,201604,29,138000,4,1983
TRAIN_1748,서울특별시 강남구 대치동,503,개포우성1,84.81,201605,1,140000,15,1983
TRAIN_1749,서울특별시 강남구 대치동,503,개포우성1,127.61,201605,3,183500,2,1983
TRAIN_1750,서울특별시 강남구 대치동,503,개포우성1,127.61,201605,7,191000,15,1983
TRAIN_1751,서울특별시 강남구 대치동,503,개포우성1,158.54,201605,12,213000,15,1983
TRAIN_1752,서울특별시 강남구 대치동,503,개포우성1,158.54,201605,14,217000,6,1983
TRAIN_1753,서울특별시 강남구 대치동,503,개포우성1,158.54,201605,18,217500,5,1983
TRAIN_1754,서울특별시 강남구 대치동,503,개포우성1,127.61,201605,24,186000,3,1983
TRAIN_1755,서울특별시 강남구 대치동,503,개포우성1,84.81,201605,26,142000,12,1983
TRAIN_1756,서울특별시 강남구 대치동,503,개포우성1,127.61,201605,28,190000,2,1983
TRAIN_1757,서울특별시 강남구 대치동,503,개포우성1,84.81,201605,30,135000,1,1983
TRAIN_1758,서울특별시 강남구 대치동,503,개포우성1,189.98,201606,9,275000,6,1983
TRAIN_1759,서울특별시 강남구 대치동,503,개포우성1,84.81,201606,12,146500,10,1983
TRAIN_1760,서울특별시 강남구 대치동,503,개포우성1,127.61,201606,19,195000,5,1983
